CaseNumber,ReportedDate,OffenseDate,Counts,IBRSeqNumber,IBRCrimeCode,Statute,Description,OffenseID
2023-00003290,1/15/2023,1/14/2023,1,1,26E,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (WIRE FRAUD),-1029872
2023-00003363,1/16/2023,1/15/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1029871
2023-00003393,1/16/2023,1/16/2023,1,1,26C,21-1501,SECURING CREDIT FRAUDENTLY (IMPERSONATION),-1029870
2023-00003412,1/16/2023,1/16/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1029869
2023-00003419,1/16/2023,1/16/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1029868
2023-00003421,1/16/2023,1/14/2023,1,1,23A,21-1706,PETIT LARCENY (POCKET-PICKING),-1029867
2023-00003424,1/16/2023,1/16/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1029866
2023-00003439,1/16/2023,1/16/2023,1,1,250,21-1542,OBTAINING PROPERTY OR SIGN UNDER FALSE PRETENSES,-1029865
2023-00003472,1/16/2023,1/14/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1029864
2023-00003551,1/17/2023,1/17/2023,1,3,290,DAMAGEDPROP,DAMAGED PROPERTY,-1029863
2023-00003551,1/17/2023,1/17/2023,1,2,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1029862
2023-00003556,1/17/2023,1/16/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1029860
2023-00003576,1/17/2023,1/16/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1029859
2023-00003576,1/17/2023,1/16/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1029858
2023-00003287,1/15/2023,12/29/2022,1,2,250,21-1592,UTTERING FORGED INSTRUMENTS (COUNTERFEITING/FORGERY),-1029857
2023-00003287,1/15/2023,12/29/2022,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1029856
2023-00003281,1/15/2023,1/15/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1029855
2023-00003242,1/15/2023,1/1/2013,1,1,270,21-1451,EMBEZZLEMENT,-1029854
2023-00003284,1/15/2023,1/15/2023,1,1,23C,M15-603,PETTY LARCENY (SHOPLIFTING),-1029853
2023-00003239,1/15/2023,1/15/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1029852
2023-00003017,1/14/2023,1/14/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1029851
2023-00003236,1/15/2023,1/14/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1029850
2023-00002922,1/13/2023,1/13/2023,1,2,90Z,21-856,CONTRIBUTING TO THE DELINQUENCY OF MINORS,-1029849
2023-00002922,1/13/2023,1/13/2023,1,1,23C,21-1731,LARCENY OF MERCHANDISE FROM RETAILER (SHOPLIFTING),-1029848
2023-00003204,1/15/2023,1/11/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1029847
2023-00003217,1/15/2023,1/15/2023,1,1,240,21-1720,LARCENY OF AUTO,-1029846
2023-00003008,1/14/2023,1/13/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1029845
2023-00003179,1/15/2023,1/14/2023,1,2,23G,21-1705,GRAND LARCENY (THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES),-1029844
2023-00003179,1/15/2023,1/14/2023,2,1,240,21-1720,LARCENY OF AUTO,-1029843
2023-00003008,1/14/2023,1/13/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1029842
2023-00002925,1/13/2023,1/13/2023,1,1,13C,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),-1029841
2023-00003458,1/16/2023,1/16/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1029839
2023-00003578,1/17/2023,1/13/2023,1,1,23G,21-1435.B,BURGLARY - THIRD DEGREE (THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES),-1029838
2023-00003235,1/15/2023,1/15/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1029837
2023-00002987,1/14/2023,1/14/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1029836
2023-00003511,1/16/2023,1/16/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1029835
2023-00002987,1/14/2023,1/14/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1029834
2023-00002983,1/14/2023,1/13/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1029833
2023-00002852,1/13/2023,1/13/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1029832
2023-00003422,1/16/2023,1/16/2023,1,1,86P,UNATDTH,UNATTENDED / ATTENDED DEATH,-1029831
2023-00002900,1/13/2023,1/13/2023,1,1,23H,21-1705,GRAND LARCENY (ALL OTHER LARCENY),-1029830
2023-00002897,1/13/2023,1/12/2023,1,1,23D,21-1706,PETIT LARCENY (THEFT FROM BUILDING),-1029829
2023-00003584,1/17/2023,1/17/2023,1,1,26B,21-843.3,ABUSE/EXPLOITATION/NEGLECT OF VULNERABLE ADULT(CREDIT CARD/AUTOMATIC TELLER MACHINE FRAUD),-1029828
2023-00003411,1/16/2023,1/16/2023,1,1,23H,21-1702,LARCENY OF LOST PROPERTY (ALL OTHER LARCENY),-1029825
2023-00003392,1/16/2023,1/15/2023,1,1,13C,21-1378.B,ACT OF VIOLENCE - THREATEN SERIOUS BODILY HARM OR DEATH,-1029824
2023-00003362,1/16/2023,1/16/2023,1,1,90I,RUNAWA,RUNAWAY,-1029823
2023-00003326,1/16/2023,1/16/2023,1,1,13C,21-1378.B,ACT OF VIOLENCE - THREATEN SERIOUS BODILY HARM OR DEATH,-1029822
2023-00003312,1/15/2023,1/15/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1029821
2023-00003306,1/15/2023,1/15/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1029820
2023-00003272,1/15/2023,1/15/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1029819
2023-00003248,1/15/2023,1/15/2023,1,1,90I,RUNAWA,RUNAWAY,-1029818
2023-00003171,1/15/2023,1/15/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1029817
2023-00003066,1/14/2023,1/14/2023,1,1,200,21-1403,ARSON - THIRD DEGREE,-1029816
2023-90000021,1/17/2023,1/17/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1029815
2023-00002969,1/14/2023,1/13/2023,1,1,90I,RUNAWA,RUNAWAY,-1029813
2023-00003192,1/15/2023,11/1/2022,1,1,90Z,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (ALL OTHER OFFENSES),-1029812
2023-00003124,1/14/2023,1/15/2023,1,2,83D,RUNAWAYLOC,RUNAWAY-LOCATED/RECOVERED (OUTSIDE AGENCY),-1029811
2023-00003124,1/14/2023,1/14/2023,1,1,90I,RUNAWA,RUNAWAY,-1029810
2023-00003083,1/14/2023,1/13/2023,1,2,13C,21-641,ASSAULT / THREATS (INTIMIDATION),-1029809
2023-00003083,1/14/2023,1/13/2023,1,1,26B,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),-1029808
2023-00003054,1/14/2023,1/14/2023,1,1,80N,PUBLICDOC,PUBLIC DOCUMENTATION,-1029807
2023-00003035,1/14/2023,1/14/2023,1,1,90Z,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (ALL OTHER OFFENSES),-1029806
2023-00003022,1/14/2023,1/13/2022,1,1,370,21-1021.2,PRODUCE/DIST/POSS JUVENILE PORNOGRAPHY,-1029805
2023-00002861,1/13/2023,1/13/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1029804
2023-00002915,1/13/2023,1/13/2023,1,1,13C,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),-1029803
2023-00002895,1/13/2023,1/13/2023,1,1,240,21-1720,LARCENY OF AUTO,-1029802
2023-00002875,1/13/2023,1/13/2023,1,1,13C,21-641,ASSAULT / THREATS (INTIMIDATION),-1029801
2023-00002874,1/13/2023,1/13/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1029800
2023-00003155,1/15/2023,1/14/2023,1,1,13A,21-644.J,DOMESTIC ABUSE BY STRANGULATION (AGGRAVATED ASSAULT),-1029799
2023-00002863,1/13/2023,1/13/2023,1,1,90I,RUNAWA,RUNAWAY,-1029798
2023-00002860,1/13/2023,1/13/2023,2,1,23G,21-1435.B,BURGLARY - THIRD DEGREE (THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES),-1029797
2023-00002820,1/13/2023,1/1/2022,1,1,90Z,21-1123,LEWD OR INDECENT PROPOSALS/ACTS TO CHILD (ALL OTHER OFFENSE),-1029796
2023-00002811,1/13/2023,1/12/2023,1,1,26B,21-1550.25,FRAUDULENT USE OF CREDIT CARD NUMBER,-1029795
2023-00002818,1/13/2023,1/13/2023,1,2,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),-1029794
2023-00002818,1/13/2023,1/12/2023,1,1,23G,21-1701,LARCENY (THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES),-1029793
2023-00002815,1/13/2023,1/13/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1029792
2023-00002787,1/13/2023,1/13/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1029791
2023-00002800,1/13/2023,1/7/2023,1,1,86S,LOSTPROP,LOST PROPERTY,-1029790
2023-00002649,1/12/2023,1/12/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1029789
2023-00002264,1/10/2023,1/10/2023,1,1,13B,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),-1029788
2023-00003486,1/16/2023,1/16/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1029786
2023-00003258,1/15/2023,1/15/2023,1,3,220,21-1431,BURGLARY - FIRST DEGREE,-1029785
2023-00003258,1/15/2023,1/15/2023,1,2,13A,21-652.C,ASSAULT/BATTERY WITH DEADLY WEAPON,-1029784
2023-00003258,1/15/2023,1/15/2023,1,1,13A,21-644.J,DOMESTIC ABUSE BY STRANGULATION (AGGRAVATED ASSAULT),-1029783
2023-00003410,1/16/2023,1/9/2023,1,2,23D,21-1723,"LARCENY FROM A HOUSE,TENT,BOOTH, RAILROAD CAR",-1029782
2023-00003410,1/16/2023,1/15/2023,1,1,13A,21-644.C,DOMESTIC ABUSE (AGGRAVATED ASSAULT),-1029781
2023-00003460,1/16/2023,1/16/2023,3,3,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1029780
2023-00003460,1/16/2023,1/16/2023,1,2,35A,63-2.402.B.2,POSSESSION OF MARIJUANA,-1029779
2023-00003460,1/16/2023,1/16/2023,1,1,240,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV FROM NPD (MOTOR VEHICLE THEFT),-1029778
2023-00003029,1/14/2023,1/13/2023,1,5,370,21-1040.13B,NONCONSENUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,-1029777
2023-00003029,1/14/2023,1/13/2023,1,4,13C,21-1378.B,ACT OF VIOLENCE - THREATEN SERIOUS BODILY HARM OR DEATH,-1029776
2023-00003029,1/14/2023,1/13/2023,1,3,13C,21-1173,STALKING (INTIMIDATION),-1029775
2023-00003029,1/14/2023,1/13/2023,1,2,210,21-1481,EXTORTION,-1029774
2023-00003029,1/14/2023,1/13/2023,1,1,90Z,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,-1029773
2023-00003243,1/15/2023,1/15/2023,1,2,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),-1029772
2023-00003243,1/15/2023,1/15/2023,1,1,13A,21-1289.17.A,DISCHARGING FIREARM INTO DWELLING F (AGGRAVATED ASSAULT),-1029771
2023-00003521,1/16/2023,1/16/2023,4,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1029770
2023-00003540,1/17/2023,1/17/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1029769
2023-90000018,1/14/2023,1/14/2023,1,1,26A,21-1953,COMPUTER FRAUD/UNLAWFUL USE OF COMPUTER/SYSTEM  (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),-1029768
2023-90000019,1/14/2023,1/14/2023,1,1,26A,21-1953,COMPUTER FRAUD/UNLAWFUL USE OF COMPUTER/SYSTEM  (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),-1029767
2023-90000020,1/13/2023,1/13/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1029766
2023-00003417,1/16/2023,1/16/2023,1,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1029765
2023-00003106,1/14/2023,1/14/2023,1,1,88A,CWARR,WARRANT-CLEV COUNTY,-1029764
2023-00002950,1/14/2023,1/14/2023,1,1,13A,21-644.J,DOMESTIC ABUSE BY STRANGULATION (AGGRAVATED ASSAULT),-1029763
2023-00002767,1/13/2023,1/10/2023,1,1,250,21-1577,FORGERY -COUNTERFEIT -- NOTES/CHECKS/BILLS/DRAFTS,-1029762
2023-00002876,1/13/2023,1/13/2023,1,1,90D,47-11.904,PERSONAL INJURY WHILE DUI,-1029761
2023-00002320,1/11/2023,1/11/2023,1,1,270,21-1451,EMBEZZLEMENT,-1029760
2023-00003103,1/14/2023,1/14/2023,1,2,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1029759
2023-90000017,1/14/2023,1/14/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1029758
2023-00002957,1/14/2023,1/14/2023,4,4,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1029757
2023-00002957,1/14/2023,1/14/2023,2,3,90Z,21-856,CONTRIBUTING TO THE DELINQUENCY OF MINORS,-1029756
2023-00002957,1/14/2023,1/14/2023,2,2,90Z,21-421,CONSPIRACY,-1029755
2023-00002957,1/14/2023,1/14/2023,8,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1029754
2023-00003154,1/15/2023,1/15/2023,1,2,87F,47-7.602,FAILURE TO CARRY SECURITY VERIFICATION / NO INSURA,-1029753
2023-00003154,1/15/2023,1/15/2023,1,1,90D,47-11.902.D,AGGRAVATED DUI /APC (=>.15 BAC),-1029752
2023-00003168,1/15/2023,1/15/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1029751
2023-00002970,1/14/2023,1/14/2023,1,1,90D,47-11.902.4A,DUI UNDER 21,-1029750
2023-00002965,1/14/2023,1/14/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1029749
2023-00003360,1/16/2023,1/16/2023,14,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1029748
2023-00003156,1/15/2023,1/15/2023,1,1,90D,47-11.902.D,AGGRAVATED DUI /APC (=>.15 BAC),-1029747
2023-00002635,1/12/2023,1/12/2023,1,1,13C,21-641,ASSAULT / THREATS (INTIMIDATION),-1029746
2023-00002369,1/11/2023,1/10/2022,1,1,13B,21-644,ASSAULT AND BATTERY (SIMPLE ASSAULT),-1029745
2023-00003146,1/15/2023,1/15/2023,1,3,88C,OWARR,WARRANT-OTHER,-1029744
2023-00003146,1/15/2023,1/15/2023,1,2,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1029743
2023-00003146,1/15/2023,1/15/2023,1,1,35A,63-2.402.B.1,POSSESSION OF CDS,-1029742
2023-00002882,1/13/2023,1/13/2023,1,1,86P,UNATDTH,UNATTENDED / ATTENDED DEATH,-1029741
2023-00003203,1/15/2023,1/15/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1029740
2023-00002345,1/11/2023,1/11/2023,1,1,23D,21-1701,LARCENY (THEFT FROM BUILDING),-1029739
2023-00000528,1/3/2023,1/3/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1029738
2023-00002873,1/13/2023,1/13/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1029737
2023-00002996,1/14/2023,1/14/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1029736
2023-00002819,1/13/2023,1/13/2023,1,1,90Z,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,-1029735
2023-00003052,1/14/2023,1/13/2023,1,1,86P,UNATDTH,UNATTENDED / ATTENDED DEATH,-1029734
2023-00003103,1/14/2023,1/14/2023,2,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1029733
2023-00003119,1/14/2023,1/14/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1029732
2023-00002824,1/13/2023,1/12/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1029731
2023-00002994,1/14/2023,1/14/2023,1,1,86M,SUICPROTECT,SUICIDE ATTEMPT / PROTECTIVE CUSTODY,-1029730
2023-00003285,1/15/2023,1/15/2023,1,1,90D,47-11.902A,DUI - OPERATING WITHOUT AN INTERLOCK DEVICE,-1029729
2023-00003144,1/15/2023,1/15/2023,3,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1029728
2023-00002772,1/13/2023,1/12/2023,1,1,13B,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),-1029727
2023-00003012,1/14/2023,1/14/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1029726
2023-00002878,1/13/2023,1/13/2023,3,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1029725
2023-00002841,1/13/2023,1/13/2023,1,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1029724
2023-00002973,1/14/2023,1/14/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1029723
2023-00002919,1/13/2023,1/13/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1029722
2023-00002582,1/12/2023,1/1/2023,1,2,220,21-1438,ENTER STRUCTURE W/CERTAIN INTENT - BREAK AND ENTER (BURGLARY),-1029721
2023-00002582,1/12/2023,1/1/2023,1,1,290,21-1438,ENTER STRUCTURE W/CERTAIN INTENT - BREAK AND ENTER (DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY),-1029720
2023-00002817,1/13/2023,6/24/2022,3,1,26B,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),-1029719
2023-00002943,1/13/2023,1/13/2023,1,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1029718
2023-00002928,1/13/2023,1/13/2023,1,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1029717
2023-00002372,1/11/2023,1/11/2023,1,1,90F,21-843.5.C,CHILD NEGLECT,-1029716
2023-00002334,1/11/2023,1/11/2023,1,1,80N,PUBLICDOC,PUBLIC DOCUMENTATION,-1029715
2023-90000016,1/13/2023,1/13/2023,1,1,86S,LOSTPROP,LOST PROPERTY,-1029714
2023-00001893,1/9/2023,1/8/2023,1,2,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1029713
2023-00002352,1/11/2023,1/6/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1029711
2023-00002408,1/11/2023,1/7/2023,1,2,290,21-1438,ENTER STRUCTURE W/CERTAIN INTENT - BREAK AND ENTER (DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY),-1029710
2023-00002408,1/11/2023,1/7/2023,2,1,23D,21-1701,LARCENY (THEFT FROM BUILDING),-1029709
2023-00002591,1/12/2023,1/12/2023,1,1,240,21-1720,LARCENY OF AUTO,-1029708
2023-00002740,1/13/2023,1/12/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1029707
2023-00001412,1/7/2023,1/7/2023,1,1,90E,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,-1029706
2023-00002707,1/12/2023,1/12/2023,1,1,90Z,M15-503,DIST THE PEACE,-1029705
2023-00002720,1/13/2023,1/13/2023,1,1,90J,M15-605,TRESPASSING,-1029704
2023-00002722,1/13/2023,1/13/2023,1,1,290,M15-602,MOLESTING PROP,-1029703
2023-00001339,1/6/2023,1/6/2023,1,1,90Z,M15-406,UNDER INFLUENCE/NARC,-1029702
2023-90000015,1/12/2023,1/12/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1029700
2023-90000014,1/12/2023,1/12/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1029699
2023-00001501,1/7/2023,1/7/2023,1,2,26B,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),-1029696
2023-00001501,1/7/2023,1/7/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1029695
2023-00002541,1/12/2023,1/12/2023,1,2,240,21-1720,LARCENY OF AUTO,-1029694
2023-00002541,1/12/2023,1/12/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1029693
2023-00002430,1/11/2023,1/11/2023,3,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1029692
2023-00002605,1/12/2023,1/12/2023,2,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1029691
2023-00002606,1/12/2023,1/12/2023,1,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1029690
2023-00002585,1/12/2023,1/12/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1029689
2023-00002645,1/12/2023,1/12/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1029688
2023-00002599,1/12/2023,1/12/2023,1,2,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1029687
2023-00002599,1/12/2023,1/12/2023,1,1,13C,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),-1029686
2023-00002647,1/12/2023,1/12/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1029685
2023-00002651,1/12/2023,1/12/2023,1,1,26B,21-1550.25,FRAUDULENT USE OF CREDIT CARD NUMBER,-1029684
2023-00002714,1/13/2023,1/13/2023,4,3,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1029683
2023-00002714,1/13/2023,1/13/2023,1,2,23E,21-1435.A,BURGLARY - SECOND DEGREE (THEFT FROM COIN OPERATED VENDING MACHINE OR DEVICE),-1029682
2023-00002714,1/13/2023,1/13/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1029681
2023-00002655,1/12/2023,1/12/2023,1,1,90Z,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,-1029680
2023-00002657,1/12/2023,1/1/2019,1,1,11D,21-1123,LEWD OR INDECENT PROPOSALS/ACTS TO CHILD (FORCIBLE FONDLING),-1029679
2023-00002661,1/12/2023,1/12/2023,1,2,13C,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),-1029678
2023-00002661,1/12/2023,1/12/2023,1,1,13C,21-1173,STALKING (INTIMIDATION),-1029677
2023-00002673,1/12/2023,10/12/2022,1,3,36B,21-1111,RAPE (STATUTORY RAPE),-1029676
2023-00002673,1/12/2023,10/12/2022,1,2,11A,21-843.5.E,CHILD SEXUAL ABUSE (FORCIBLE RAPE),-1029675
2023-00002673,1/12/2023,10/12/2022,1,1,370,21-843.5.H,CHILD SEXUAL EXPLOITATION (PORNOGRAPHY/OBSCENE MATERIAL),-1029674
2023-00002697,1/12/2023,1/12/2023,1,2,23C,21-1706,PETIT LARCENY (SHOPLIFTING),-1029673
2023-00002697,1/12/2023,1/12/2023,1,1,90Z,21-540,OBSTRUCTING OFFICER,-1029672
2023-00002717,1/13/2023,1/13/2023,3,2,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1029668
2023-00002717,1/13/2023,1/13/2023,1,1,90Z,21-540,OBSTRUCTING OFFICER,-1029667
2023-00002677,1/12/2023,1/12/2023,1,2,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),-1029666
2023-00002677,1/12/2023,1/12/2023,1,1,88A,CWARR,WARRANT-CLEV COUNTY,-1029665
2023-00001232,1/6/2023,1/6/2023,1,2,290,M15-602,MOLESTING PROP,-1029664
2023-00001527,1/7/2023,1/7/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1029663
2023-00002625,1/12/2023,1/12/2023,1,1,90I,RUNAWA,RUNAWAY,-1029662
2023-00002621,1/12/2023,1/11/2023,1,1,23H,21-1702,LARCENY OF LOST PROPERTY (ALL OTHER LARCENY),-1029661
2023-00002614,1/12/2023,1/3/2023,1,2,26B,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),-1029660
2023-00002614,1/12/2023,1/3/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1029659
2023-00002604,1/12/2023,1/2/2023,1,1,90I,RUNAWA,RUNAWAY,-1029658
2023-00002166,1/10/2023,1/10/2023,1,3,90Z,M15-411,OUTRAGING PUB DEC,-1029657
2023-00002166,1/10/2023,1/10/2023,1,2,90Z,M15-702,INTER W/OFF PROC,-1029656
