CaseNumber,ReportedDate,OffenseDate,Counts,IBRSeqNumber,IBRCrimeCode,Statute,Description,OffenseID,Bias
2023-00021604,4/4/2023,4/4/2023,1,1,26C,21-1531.4,FALSE PERSONATION (FRAUD),-1033243,NA
2023-00021535,4/4/2023,4/4/2023,2,1,83D,CHILDPROTECTCUST,CHILD WELFARE / PROTECTIVE CUSTODY,-1033242,NA
2023-00021548,4/4/2023,4/4/2023,1,3,90Z,21-540,OBSTRUCTING OFFICER,-1033241,NA
2023-00021548,4/4/2023,4/4/2023,1,2,510,21-381,BRIBING/ATTEMPTING TO BRIBE AN OFFICER,-1033240,NA
2023-00021548,4/4/2023,4/4/2023,2,1,13B,21-649,ASSAULT AND BATTERY ON A POLICE OFFICER (SIMPLE ASSAULT),-1033239,NA
2023-00021590,4/4/2023,4/4/2023,1,1,90E,37-8,PUBLIC INTOXICATION,-1033238,NA
2023-00021572,4/4/2023,4/4/2023,1,3,87F,47-6.303,DRIVING WITH LIC. CANCELED/SUSPENDED/REVOKED - DUS,-1033237,NA
2023-00021572,4/4/2023,4/4/2023,1,2,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1033236,NA
2023-00021572,4/4/2023,4/4/2023,1,1,35A,63-2.402.B.1,POSSESSION OF CDS,-1033235,NA
2023-00020822,4/1/2023,4/1/2023,1,1,90J,24-505,TRESPASSING,-1033234,NA
2023-00020983,4/2/2023,4/2/2023,1,3,90E,24-202,PUBLIC INTOX,-1033233,NA
2023-00021537,4/4/2023,4/4/2023,1,1,86P,UNATDTH,UNATTENDED / ATTENDED DEATH,-1033232,NA
2023-00021524,4/4/2023,4/4/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033231,NA
2023-00021480,4/4/2023,4/3/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1033230,NA
2023-00021467,4/4/2023,4/3/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1033229,NA
2023-00021453,4/4/2023,4/3/2023,1,1,240,21-1720,LARCENY OF AUTO,-1033228,NA
2023-00021418,4/4/2023,4/4/2023,1,1,90Z,24-403,DIST THE PEACE,-1033227,NA
2023-00021389,4/3/2023,4/3/2023,1,1,90E,24-202,PUBLIC INTOX,-1033226,NA
2023-00021372,4/3/2023,4/3/2023,1,1,13B,24-401,ASSAULT & BATTERY,-1033225,NA
2023-00021160,4/2/2023,4/1/2023,1,2,90J,24-505,TRESPASSING,-1033224,NA
2023-00021160,4/2/2023,4/1/2023,1,1,23C,24-503,PETTY LARCENY,-1033223,NA
2023-00021094,4/2/2023,4/2/2023,1,1,23C,24-503,PETTY LARCENY,-1033222,NA
2023-00020435,3/30/2023,3/30/2023,1,1,23C,24-503,PETTY LARCENY,-1033221,NA
2023-00021168,4/2/2023,4/2/2023,1,1,290,J24-502,JV MOLESTING PROP,-1033220,NA
2023-00020414,3/30/2023,3/30/2023,1,1,23C,24-503,PETTY LARCENY,-1033219,NA
2023-00020405,3/30/2023,3/30/2023,1,2,290,24-502,MOLESTING PROP,-1033218,NA
2023-00020404,3/30/2023,3/30/2023,1,1,23C,24-503,PETTY LARCENY,-1033217,NA
2023-00020282,3/30/2023,3/30/2023,1,1,90Z,24-309,TRUANCY,-1033216,NA
2023-00020174,3/29/2023,3/29/2023,1,1,90J,24-505,TRESPASSING,-1033215,NA
2023-00020160,3/29/2023,3/29/2023,1,1,23C,24-503,PETTY LARCENY,-1033214,NA
2023-00019842,3/28/2023,3/28/2023,1,1,13B,24-401,ASSAULT & BATTERY,-1033213,NA
2023-00020860,4/1/2023,4/1/2023,1,1,290,J24-508,JV GRAFFITI,-1033212,NA
2023-90000153,4/3/2023,4/3/2023,1,1,23C,21-1701,LARCENY (SHOPLIFTING),-1033211,NA
2023-90000152,4/3/2023,4/3/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1033210,NA
2023-90000151,4/3/2023,4/3/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1033209,NA
2023-90000150,4/2/2023,4/2/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1033208,NA
2023-90000149,4/1/2023,4/1/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1033207,NA
2023-00021396,4/3/2023,4/3/2023,4,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1033206,NA
2023-00021253,4/3/2023,4/3/2023,1,1,88A,CWARR,WARRANT-CLEV COUNTY,-1033205,NA
2023-00021246,4/3/2023,4/3/2023,3,1,88A,CWARR,WARRANT-CLEV COUNTY,-1033204,NA
2023-00021332,4/3/2023,4/3/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033203,NA
2023-00021385,4/3/2023,4/3/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033202,NA
2023-00021331,4/3/2023,4/3/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033201,NA
2023-00021340,4/3/2023,4/3/2023,1,3,90Z,21-540,OBSTRUCTING OFFICER,-1033200,NA
2023-00021340,4/3/2023,4/3/2023,1,2,13B,21-644,ASSAULT AND BATTERY (SIMPLE ASSAULT),-1033199,NA
2023-00021340,4/3/2023,4/3/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1033198,NA
2023-00020429,3/30/2023,3/30/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033197,NA
2023-00021427,4/4/2023,4/4/2023,1,1,13B,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),-1033196,NA
2023-00021356,4/3/2023,3/31/2023,1,3,290,DAMAGEDPROP,DAMAGED PROPERTY,-1033195,NA
2023-00021356,4/3/2023,3/31/2023,2,2,250,21-1577,FORGERY -COUNTERFEIT -- NOTES/CHECKS/BILLS/DRAFTS,-1033194,NA
2023-00021356,4/3/2023,3/31/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1033193,NA
2023-00021294,4/3/2023,4/2/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1033191,NA
2023-00021288,4/3/2023,4/3/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1033190,NA
2023-00021287,4/3/2023,4/2/2023,1,1,13C,21-1378.B,ACT OF VIOLENCE - THREATEN SERIOUS BODILY HARM OR DEATH,-1033189,NA
2023-00021281,4/3/2023,4/3/2023,1,1,240,21-1720,LARCENY OF AUTO,-1033188,NA
2023-00021250,4/3/2023,4/3/2023,3,7,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1033187,NA
2023-00021250,4/3/2023,4/3/2023,1,4,83D,CHILDPROTECTCUST,CHILD WELFARE / PROTECTIVE CUSTODY,-1033184,NA
2023-00021250,4/3/2023,4/3/2023,1,3,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1033183,NA
2023-00021250,4/3/2023,4/3/2023,1,2,35A,63-2.402.B.1,POSSESSION OF CDS,-1033182,NA
2023-00021250,4/3/2023,4/3/2023,1,1,90Z,21-852.1,CHILD ENDANGERMENT,-1033181,NA
2023-00021270,4/3/2023,4/3/2023,6,2,23H,21-1740.2,PORCH PIRACY ACT OF 2020 (LARCENY ALL OTHER),-1033180,NA
2023-00021270,4/3/2023,4/3/2023,6,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1033179,NA
2023-00021423,4/4/2023,4/4/2023,4,3,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1033178,NA
2023-00021423,4/4/2023,4/4/2023,1,2,90E,37-8,PUBLIC INTOXICATION,-1033177,NA
2023-00021423,4/4/2023,4/4/2023,1,1,90Z,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,-1033176,NA
2023-00020475,3/31/2023,3/31/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1033175,NA
2023-00021404,4/3/2023,4/3/2023,3,2,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1033174,NA
2023-00021404,4/3/2023,4/3/2023,2,1,90Z,21-540,OBSTRUCTING OFFICER,-1033173,NA
2023-00019368,3/26/2023,3/26/2023,1,2,26B,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),-1033172,NA
2023-00019368,3/26/2023,3/26/2023,1,1,23B,21-1701,LARCENY (PURSE-SNATCHING),-1033171,NA
2023-00018059,3/21/2023,3/3/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1033170,NA
2023-00019555,3/27/2023,3/27/2023,1,1,80N,PUBLICDOC,PUBLIC DOCUMENTATION,-1033169,NA
2023-00021321,4/3/2023,4/3/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1033168,NA
2023-00021362,4/3/2023,4/3/2023,1,2,210,21-1953,COMPUTER FRAUD/UNLAWFUL USE OF COMPUTER/SYSTEM (EXTORTION/BLACKMAIL),-1033167,NA
2023-00021362,4/3/2023,4/3/2023,1,1,370,21-843.5.H,CHILD SEXUAL EXPLOITATION (PORNOGRAPHY/OBSCENE MATERIAL),-1033166,NA
2023-00021346,4/3/2023,4/3/2023,1,1,90I,RUNAWA,RUNAWAY,-1033165,NA
2023-00021405,4/3/2023,4/3/2023,1,1,90I,RUNAWA,RUNAWAY,-1033164,NA
2023-00021408,4/3/2023,4/3/2023,1,1,90I,RUNAWA,RUNAWAY,-1033163,NA
2023-00021424,4/4/2023,4/4/2023,1,1,90I,RUNAWA,RUNAWAY,-1033162,NA
2023-00021298,4/3/2023,3/25/2023,1,1,86S,LOSTPROP,LOST PROPERTY,-1033161,NA
2023-00021289,4/3/2023,4/1/2023,1,1,23H,21-1705,GRAND LARCENY (ALL OTHER LARCENY),-1033160,NA
2023-00021251,4/3/2023,4/3/2023,1,1,90I,RUNAWA,RUNAWAY,-1033159,NA
2023-00021137,4/2/2023,4/2/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1033158,NA
2023-00021131,4/2/2023,4/2/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1033157,NA
2023-00021125,4/2/2023,4/2/2023,1,1,90Z,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (ALL OTHER OFFENSES),-1033156,NA
2023-00021120,4/2/2023,4/2/2023,1,1,13B,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),-1033155,NA
2023-00021089,4/2/2023,4/2/2023,1,1,80N,PUBLICDOC,PUBLIC DOCUMENTATION,-1033154,NA
2023-00021074,4/2/2023,4/1/2023,1,2,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1033153,NA
2023-00021074,4/2/2023,4/1/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1033152,NA
2023-00021065,4/2/2023,4/1/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1033151,NA
2023-00021007,4/2/2023,4/1/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1033150,NA
2023-00020981,4/2/2023,4/2/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1033149,NA
2023-00020969,4/2/2023,4/2/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1033148,NA
2023-00020963,4/2/2023,4/1/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1033147,NA
2023-00020943,4/1/2023,4/1/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1033146,NA
2023-00020930,4/1/2023,3/31/2023,1,1,13A,21-642,BATTERY (AGGRAVATED ASSAULT),-1033145,NA
2023-00020909,4/1/2023,4/1/2023,1,1,23C,24-503,PETTY LARCENY,-1033144,NA
2023-00020903,4/1/2023,4/1/2023,1,1,13B,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),-1033143,NA
2023-00020853,4/1/2023,4/1/2023,1,1,220,21-1708,GRAND LARCENY AT NIGHT (BURGLARY),-1033142,NA
2023-00020852,4/1/2023,4/1/2023,1,1,240,21-1720,LARCENY OF AUTO,-1033141,NA
2023-00020827,4/1/2023,3/31/2023,1,2,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1033139,NA
2023-00020827,4/1/2023,3/31/2023,1,1,220,21-1431,BURGLARY - FIRST DEGREE,-1033138,NA
2023-00020799,4/1/2023,4/1/2023,1,1,23G,21-1701,LARCENY (THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES),-1033137,NA
2023-00020775,4/1/2023,2/23/2023,4,1,26A,21-1701,LARCENY (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),-1033136,NA
2023-00020753,4/1/2023,3/31/2023,1,1,220,21-1431,BURGLARY - FIRST DEGREE,-1033134,NA
2023-00020722,3/31/2023,3/31/2023,1,1,90Z,47-10.105,LEAVING SCENE OF ACCIDENT UNATT VEHICLE,-1033133,NA
2023-00020721,3/31/2023,3/31/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1033132,NA
2023-00020719,3/31/2023,3/31/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1033131,NA
2023-00020705,3/31/2023,3/31/2023,1,1,90Z,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,-1033130,NA
2023-00020687,3/31/2023,3/31/2023,1,1,23H,21-1705,GRAND LARCENY (ALL OTHER LARCENY),-1033129,NA
2023-00020686,3/31/2023,3/31/2023,1,1,290,24-502,MOLESTING PROP,-1033128,NA
2023-00020668,3/31/2023,3/31/2023,1,2,23D,21-1705,GRAND LARCENY (THEFT FROM BUILDING),-1033127,NA
2023-00020665,3/31/2023,3/31/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1033125,NA
2023-00020635,3/31/2023,3/31/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1033124,NA
2023-00020521,3/31/2023,3/31/2023,1,2,86R,RECOVEREDVEH,"RECOVERED - AUTO, AIRCRAFT, OR OTHER MOTOR VEHICLE",-1033123,NA
2023-00020625,3/31/2023,3/28/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1033122,NA
2023-00020597,3/31/2023,3/18/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1033121,NA
2023-00020437,3/30/2023,3/30/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1033120,NA
2023-00020427,3/30/2023,3/30/2023,1,1,86S,LOSTPROP,LOST PROPERTY,-1033119,NA
2023-00020269,3/30/2023,3/30/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1033118,NA
2023-00019706,3/27/2023,3/26/2023,1,3,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1033117,NA
2023-00019706,3/27/2023,3/26/2023,1,2,90Z,21-1685,CRUELTY TO ANIMALS,-1033116,NA
2023-00019706,3/27/2023,3/26/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1033115,NA
2023-00020511,3/31/2023,3/30/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1033114,NA
2023-00020511,3/31/2023,3/30/2023,1,1,220,21-1431,BURGLARY - FIRST DEGREE,-1033113,NA
2023-00020486,3/31/2023,3/31/2023,1,1,86S,INTEL - INFO,INTEL INFORMATION,-1033112,NA
2023-00020480,3/31/2023,3/31/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1033111,NA
2023-00020480,3/31/2023,3/31/2023,1,1,220,21-1438,ENTER STRUCTURE W/CERTAIN INTENT - BREAK AND ENTER (BURGLARY),-1033110,NA
2023-00020342,3/30/2023,3/29/2023,1,1,13B,21-644,ASSAULT AND BATTERY (SIMPLE ASSAULT),-1033109,NA
2023-00021238,4/3/2023,4/2/2023,1,2,13C,21-1378.B,ACT OF VIOLENCE - THREATEN SERIOUS BODILY HARM OR DEATH,-1033108,NA
2023-00021238,4/3/2023,4/2/2023,1,1,13B,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),-1033107,NA
2023-00020495,3/31/2023,3/30/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1033106,NA
2023-00020856,4/1/2023,1/6/2023,1,1,270,21-1451,EMBEZZLEMENT,-1033105,NA
2023-00020839,4/1/2023,4/1/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033104,NA
2023-00020939,4/1/2023,4/1/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033103,NA
2023-00020801,4/1/2023,4/1/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033102,NA
2023-00021107,4/2/2023,4/2/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033101,NA
2023-00020840,4/1/2023,4/1/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033100,NA
2023-00021090,4/2/2023,4/2/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033099,NA
2023-00020928,4/1/2023,4/1/2023,1,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1033098,NA
2023-00020882,4/1/2023,4/1/2023,3,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1033097,NA
2023-00021149,4/2/2023,4/2/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033096,NA
2023-00021179,4/3/2023,4/3/2023,1,1,86M,SUICPROTECT,SUICIDE ATTEMPT / PROTECTIVE CUSTODY,-1033095,NA
2023-00021086,4/2/2023,4/2/2023,1,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1033094,NA
2023-00021172,4/2/2023,4/2/2023,4,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1033093,NA
2023-00020949,4/1/2023,4/1/2023,1,1,90D,47-11.902.4A,DUI UNDER 21,-1033092,NA
2023-00020983,4/2/2023,4/2/2023,1,2,87F,47-6.303,DRIVING WITH LIC. CANCELED/SUSPENDED/REVOKED - DUS,-1033091,NA
2023-00020983,4/2/2023,4/2/2023,1,1,90D,47-11.902.D,AGGRAVATED DUI /APC (=>.15 BAC),-1033090,NA
2023-00021113,4/2/2023,4/2/2023,1,1,83B,MISPER,MISSING PERSON,-1033089,NA
2023-00020521,3/31/2023,3/31/2023,1,1,86R,RECOVEREDVEH,"RECOVERED - AUTO, AIRCRAFT, OR OTHER MOTOR VEHICLE",-1033088,NA
2023-00020643,3/31/2023,3/31/2023,1,1,90I,RUNAWA,RUNAWAY,-1033087,NA
2023-00020155,3/29/2023,3/29/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1033085,NA
2023-00020116,3/29/2023,3/29/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1033084,NA
2023-00019968,3/28/2023,3/28/2023,1,1,13B,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),-1033083,NA
2023-00019631,3/27/2023,3/27/2023,1,1,13B,21-642,BATTERY (SIMPLE ASSAULT),-1033082,NA
2023-00020974,4/2/2023,4/2/2023,1,1,13A,21-644.G,DOMESTIC ABUSE IN PRESENCE OF MINOR CHILD (AGGRAVATED ASSAULT),-1033081,NA
2023-00020867,4/1/2023,4/1/2023,1,2,88A,CWARR,WARRANT-CLEV COUNTY,-1033080,NA
2023-00020867,4/1/2023,4/1/2023,2,1,90Z,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,-1033079,NA
2023-00021152,4/2/2023,4/2/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1033078,NA
2023-00021020,4/2/2023,4/2/2023,1,2,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1033077,NA
2023-00021020,4/2/2023,4/2/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1033076,NA
2023-00020825,4/1/2023,4/1/2023,1,3,220,21-1438,ENTER STRUCTURE W/CERTAIN INTENT - BREAK AND ENTER (BURGLARY),-1033075,NA
2023-00020825,4/1/2023,4/1/2023,1,2,35A,63-2.402.B.1,POSSESSION OF CDS,-1033074,NA
2023-00020825,4/1/2023,4/1/2023,1,1,520,21-1283.A,POSSESS FIREARM AFTER CONVICTION OF FELONY (AFC),-1033073,NA
2023-90000148,4/1/2023,4/1/2023,1,1,26C,21-1533.1,FRAUDULENTLY OBTAINING PERSONAL IDENTITY OF OTHERS (IMPERSONATION),-1033072,NA
2023-90000147,4/1/2023,4/1/2023,1,1,13C,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),-1033071,NA
2023-90000146,4/1/2023,4/1/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1033070,NA
2023-90000145,3/31/2023,3/31/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1033069,NA
2023-00020092,3/29/2023,3/29/2023,1,1,90J,24-505,TRESPASSING,-1033068,NA
2023-00020632,3/31/2023,3/31/2023,1,1,13B,24-401,ASSAULT & BATTERY,-1033067,NA
2023-00019728,3/27/2023,3/27/2023,1,1,23C,24-503,PETTY LARCENY,-1033066,NA
2023-00020698,3/31/2023,3/31/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1033065,NA
2023-00019654,3/27/2023,3/27/2023,1,1,90Z,J24-403,JV DIST THE PEACE,-1033064,NA
2023-00020703,3/31/2023,3/31/2023,1,3,87F,47-6.303,DRIVING WITH LIC. CANCELED/SUSPENDED/REVOKED - DUS,-1033063,NA
2023-00020703,3/31/2023,3/31/2023,1,2,35A,63-2.402.B.1,POSSESSION OF CDS,-1033062,NA
2023-00020703,3/31/2023,3/31/2023,1,1,90Z,21-540.A.A,ELUDING A PEACE OFFICER,-1033061,NA
2023-00020745,4/1/2023,4/1/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1033060,NA
2023-00020662,3/31/2023,3/31/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033059,NA
2023-00020426,3/30/2023,3/30/2023,4,4,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1033058,NA
2023-00020426,3/30/2023,3/30/2023,1,3,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1033057,NA
2023-00020426,3/30/2023,3/30/2023,1,2,220,21-1431,BURGLARY - FIRST DEGREE,-1033056,NA
2023-00020426,3/30/2023,3/30/2023,1,1,240,21-1720,LARCENY OF AUTO,-1033055,NA
2023-90000144,3/30/2023,3/30/2023,1,1,26C,21-1533.1,FRAUDULENTLY OBTAINING PERSONAL IDENTITY OF OTHERS (IMPERSONATION),-1033054,NA
2023-90000143,3/29/2023,3/29/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1033053,NA
2023-90000142,3/29/2023,3/29/2023,1,1,23C,21-1701,LARCENY (SHOPLIFTING),-1033052,NA
2023-00019652,3/27/2023,3/27/2023,1,1,13B,J24-401,JV ASSAULT & BATTERY,-1033051,NA
2023-00019821,3/28/2023,3/28/2023,1,1,86D,4-503,CONFINEMENT/AT LARGE,-1033050,NA
2023-00020505,3/31/2023,3/31/2023,1,1,90E,24-202,PUBLIC INTOX,-1033049,NA
2023-00020471,3/31/2023,3/31/2023,1,2,90Z,24-602,INTER W/OFF PROC,-1033047,NA
2023-00020471,3/31/2023,3/31/2023,1,1,88C,OWARR,WARRANT-OTHER,-1033046,NA
2023-00018968,3/24/2023,3/24/2023,1,1,90Z,24-403,DIST THE PEACE,-1033045,NA
2023-00020320,3/30/2023,3/30/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033044,NA
2023-00020371,3/30/2023,3/30/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033043,NA
2023-00019898,3/28/2023,3/28/2023,1,2,13C,21-1378.B,ACT OF VIOLENCE - THREATEN SERIOUS BODILY HARM OR DEATH,-1033042,NA
2023-00019898,3/28/2023,3/28/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1033041,NA
2023-00020362,3/30/2023,3/30/2023,4,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1033040,NA
2023-00019569,3/27/2023,3/27/2023,1,1,13B,J24-401,JV ASSAULT & BATTERY,-1033039,NA
2023-00020446,3/30/2023,3/30/2023,1,1,23B,21-1706,PETIT LARCENY (PURSE-SNATCHING),-1033037,NA
2023-00020376,3/30/2023,3/30/2023,1,1,26C,21-1533.1,FRAUDULENTLY OBTAINING PERSONAL IDENTITY OF OTHERS (IMPERSONATION),-1033036,NA
2023-00020334,3/30/2023,3/29/2023,1,2,26B,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),-1033035,NA
2023-00020334,3/30/2023,3/29/2023,1,1,23A,21-1706,PETIT LARCENY (POCKET-PICKING),-1033034,NA
2023-00020332,3/30/2023,3/21/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1033032,NA
2023-00020298,3/30/2023,3/29/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1033030,NA
2023-00020295,3/30/2023,3/24/2023,1,1,240,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV FROM NPD (MOTOR VEHICLE THEFT),-1033029,NA
2023-00020284,3/30/2023,3/30/2023,1,2,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1033028,NA
2023-00020284,3/30/2023,3/30/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1033027,NA
2023-00020266,3/30/2023,3/30/2023,1,2,86R,RECOVEREDVEH,"RECOVERED - AUTO, AIRCRAFT, OR OTHER MOTOR VEHICLE",-1033026,NA
2023-00020266,3/30/2023,3/30/2023,1,1,240,21-1720,LARCENY OF AUTO,-1033025,NA
2023-00020385,3/30/2023,3/30/2023,1,1,90Z,SUICID,SUICIDE,-1033024,NA
