FILENUM,INCIDENT_TYPE,INVOLVMENT,SUBJ_TYPE,SUBJ_INC_NUM,AGE,YRS_EMPL,SEX,RACE,Allegations_SOURCE,ALLEGATION_MADE,FINDING,SERVICE_TYPE,UOF_SOURCE,RESISTANCE_TYPE,SUB_ACT_DESC,UOF_EFFECTIVE,SUBJ_INJ,SUBJ_INJ_HOSP
CEI2021-018,Complaint External-Informal,Officer,Officer,16322,34,12,Male,White,Employee,"Conduct - Exceeding powers by unreasonable, unlawful or excessive conduct",No Misconduct,NA,NA,NA,NA,NA,NA,NA
CEI2021-018,Complaint External-Informal,Officer,Officer,16322,34,12,Male,White,Employee,"Conduct - Exceeding powers by unreasonable, unlawful or excessive conduct",No Misconduct,NA,NA,NA,NA,NA,NA,NA
CII2021-009,Complaint Internal-Informal,Officer,Officer,16538,43,1,Female,White,Employee,Efficiency - Unsatisfactory work performance,Corrective Action,NA,NA,NA,NA,NA,NA,NA
CII2021-009,Complaint Internal-Informal,Officer,Officer,16538,43,1,Female,White,Employee,Efficiency - Unsatisfactory work performance,Corrective Action,NA,NA,NA,NA,NA,NA,NA
CII2021-009,Complaint Internal-Informal,Witness,Citizen,4551,52,NA,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CII2021-009,Complaint Internal-Informal,Witness,Citizen,4552,33,NA,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2021-033,Use of force,Complainant,Citizen,4553,18,NA,Female,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,NA,n/a,Yes,Yes
UF2021-033,Use of force,Officer,Officer,16342,31,4,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,Leg Sweep Takedown,Yes,No,No
UF2021-033,Use of force,Witness,Citizen,4554,15,NA,Female,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,NA,n/a,Yes,Yes
UF2021-033,Use of force,Witness,Citizen,4555,43,NA,Female,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,NA,n/a,Yes,Yes
UF2021-033,Use of force,Witness,Officer,16341,36,13,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,NA,NA,No,No
UF2021-036,Use of force,Complainant,Citizen,4561,53,NA,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Unarmed,Active Unarmed,n/a,Yes,Yes
UF2021-036,Use of force,Complainant,Citizen,4561,53,NA,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Unarmed,Active Unarmed,n/a,Yes,Yes
UF2021-036,Use of force,Complainant,Citizen,4561,53,NA,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Unarmed,Active Unarmed,n/a,Yes,Yes
UF2021-036,Use of force,Officer,Officer,16369,33,3,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Unarmed,Leg Sweep Takedown,No,Yes,Yes
UF2021-036,Use of force,Officer,Officer,16369,33,3,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Unarmed,Leg Sweep Takedown,No,Yes,Yes
UF2021-036,Use of force,Officer,Officer,16369,33,3,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Unarmed,Vascular Restraint,Yes,Yes,Yes
UF2021-036,Use of force,Officer,Officer,16369,33,3,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Unarmed,Vascular Restraint,Yes,Yes,Yes
UF2021-036,Use of force,Officer,Officer,16370,28,2,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Unarmed,Compliance Hold,No,Yes,Yes
UF2021-036,Use of force,Officer,Officer,16370,28,2,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Unarmed,Compliance Hold,No,Yes,Yes
UF2021-036,Use of force,Officer,Officer,16370,28,2,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Unarmed,Compliance Hold,No,Yes,Yes
UF2021-036,Use of force,Witness,Citizen,4562,39,NA,Female,Unknown,NA,NA,NA,Warrant Service,Employee,Active Resister Unarmed,NA,n/a,Yes,Yes
UF2021-036,Use of force,Witness,Officer,16371,31,4,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Unarmed,NA,NA,Yes,Yes
UF2021-035,Use of force,Complainant,Citizen,4563,49,NA,Male,White,NA,NA,NA,Booking,Employee,Passive Non Compliant,NA,n/a,No,No
UF2021-035,Use of force,Officer,Officer,16373,28,5,Male,White,NA,NA,NA,Booking,Employee,Passive Non Compliant,Compliance Hold,Yes,No,No
CII2021-008,Complaint Internal-Informal,Complainant,Officer,16377,49,12,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CII2021-008,Complaint Internal-Informal,Officer,Officer,16436,38,13,Female,White,Citizen Telephone Call,"Ethics - Misappropriation or misue of public funds, property, personnel or services",Corrective Action,NA,NA,NA,NA,NA,NA,NA
CII2021-008,Complaint Internal-Informal,Officer,Officer,16436,38,13,Female,White,Citizen Telephone Call,"Ethics - Misappropriation or misue of public funds, property, personnel or services",Corrective Action,NA,NA,NA,NA,NA,NA,NA
CII2021-008,Complaint Internal-Informal,Officer,Officer,16378,40,12,Female,White,Citizen Telephone Call,"Ethics - Misappropriation or misue of public funds, property, personnel or services",Corrective Action,NA,NA,NA,NA,NA,NA,NA
CII2021-008,Complaint Internal-Informal,Officer,Officer,16378,40,12,Female,White,Citizen Telephone Call,"Ethics - Misappropriation or misue of public funds, property, personnel or services",Corrective Action,NA,NA,NA,NA,NA,NA,NA
CII2021-008,Complaint Internal-Informal,Officer,Officer,16437,33,8,Male,Black,Citizen Telephone Call,"Ethics - Misappropriation or misue of public funds, property, personnel or services",Corrective Action,NA,NA,NA,NA,NA,NA,NA
CII2021-008,Complaint Internal-Informal,Officer,Officer,16437,33,8,Male,Black,Citizen Telephone Call,"Ethics - Misappropriation or misue of public funds, property, personnel or services",Corrective Action,NA,NA,NA,NA,NA,NA,NA
CII2021-008,Complaint Internal-Informal,Witness,Citizen,4564,NA,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CII2021-007,Complaint Internal-Informal,Complainant,Officer,16379,41,12,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CII2021-007,Complaint Internal-Informal,Officer,Officer,16380,40,12,Female,White,Supervisor,Efficiency - Unsatisfactory work performance,Corrective Action,NA,NA,NA,NA,NA,NA,NA
CII2021-007,Complaint Internal-Informal,Officer,Officer,16380,40,12,Female,White,Supervisor,Efficiency - Unsatisfactory work performance,Corrective Action,NA,NA,NA,NA,NA,NA,NA
CII2021-010,Complaint Internal-Informal,Complainant,Citizen,4565,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CII2021-010,Complaint Internal-Informal,Officer,Officer,16381,39,15,Female,White,Employee,Efficiency - Unsatisfactory work performance,Corrective Action,NA,NA,NA,NA,NA,NA,NA
CII2021-010,Complaint Internal-Informal,Officer,Officer,16381,39,15,Female,White,Employee,Efficiency - Unsatisfactory work performance,Corrective Action,NA,NA,NA,NA,NA,NA,NA
CII2021-018,Complaint Internal-Informal,Complainant,Officer,16385,62,37,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CII2021-018,Complaint Internal-Informal,Officer,Officer,16386,43,1,Female,White,Supervisor,Attendance - Unexcused or unauthorized tardiness,Corrective Action,NA,NA,NA,NA,NA,NA,NA
CII2021-018,Complaint Internal-Informal,Officer,Officer,16386,43,1,Female,White,Supervisor,Attendance - Unexcused or unauthorized tardiness,Corrective Action,NA,NA,NA,NA,NA,NA,NA
CII2021-018,Complaint Internal-Informal,Witness,Officer,16387,34,7,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEI2021-021,Complaint External-Informal,Complainant,Citizen,4566,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEI2021-021,Complaint External-Informal,Officer,Officer,16388,31,5,Male,White,Citizen Telephone Call,Conduct - Discourteous or disrespectful treatment of public,No Misconduct,NA,NA,NA,NA,NA,NA,NA
CEI2021-021,Complaint External-Informal,Officer,Officer,16388,31,5,Male,White,Citizen Telephone Call,Conduct - Discourteous or disrespectful treatment of public,No Misconduct,NA,NA,NA,NA,NA,NA,NA
CIF2021-013,Complaint Internal-Formal,Complainant,Officer,16389,48,16,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIF2021-013,Complaint Internal-Formal,Officer,Officer,16390,56,8,Female,White,Employee,"Conduct - Other conduct contrary to good order, efficiency or morale",Non-Sustained,NA,NA,NA,NA,NA,NA,NA
CIF2021-013,Complaint Internal-Formal,Officer,Officer,16390,56,8,Female,White,Employee,"Conduct - Other conduct contrary to good order, efficiency or morale",Non-Sustained,NA,NA,NA,NA,NA,NA,NA
CIF2021-013,Complaint Internal-Formal,Officer,Officer,16391,29,4,Female,White,Employee,"Laws, Rules, and Orders - Violation of policy",Non-Sustained,NA,NA,NA,NA,NA,NA,NA
CIF2021-013,Complaint Internal-Formal,Officer,Officer,16391,29,4,Female,White,Employee,"Laws, Rules, and Orders - Violation of policy",Non-Sustained,NA,NA,NA,NA,NA,NA,NA
CIF2021-013,Complaint Internal-Formal,Officer,Officer,16400,24,1,Female,White,Employee,"Conduct - Other conduct contrary to good order, efficiency or morale",Non-Sustained,NA,NA,NA,NA,NA,NA,NA
CIF2021-013,Complaint Internal-Formal,Officer,Officer,16400,24,1,Female,White,Employee,"Conduct - Other conduct contrary to good order, efficiency or morale",Non-Sustained,NA,NA,NA,NA,NA,NA,NA
CIF2021-013,Complaint Internal-Formal,Witness,Officer,16476,48,4,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEI2021-024,Complaint External-Informal,Complainant,Citizen,4568,45,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEI2021-024,Complaint External-Informal,Officer,Officer,16410,31,6,Male,White,Citizen Telephone Call,Efficiency - Unsatisfactory work performance,Corrective Action,NA,NA,NA,NA,NA,NA,NA
CEI2021-024,Complaint External-Informal,Officer,Officer,16410,31,6,Male,White,Citizen Telephone Call,Efficiency - Unsatisfactory work performance,Corrective Action,NA,NA,NA,NA,NA,NA,NA
CEI2021-024,Complaint External-Informal,Witness,Citizen,4569,67,NA,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEI2021-024,Complaint External-Informal,Witness,Officer,16411,52,24,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2021-045,Use of force,Complainant,Citizen,4573,31,NA,Male,Native Am,NA,NA,NA,Vehicle Pursuit,Employee,Destructive Self/Others,Self-Destructive,n/a,No,Yes
UF2021-045,Use of force,Complainant,Citizen,4573,31,NA,Male,Native Am,NA,NA,NA,Vehicle Pursuit,Employee,Destructive Self/Others,Self-Destructive,n/a,No,Yes
UF2021-045,Use of force,Officer,Officer,16420,33,3,Male,White,NA,NA,NA,Vehicle Pursuit,Employee,Destructive Self/Others,OC Use,Yes,No,No
UF2021-045,Use of force,Officer,Officer,16420,33,3,Male,White,NA,NA,NA,Vehicle Pursuit,Employee,Destructive Self/Others,Strike w/ hand-foot-etc.,Yes,No,No
UF2021-045,Use of force,Witness,Officer,16421,25,2,Male,White,NA,NA,NA,Vehicle Pursuit,Employee,Destructive Self/Others,NA,NA,No,No
CIF2021-014,Complaint Internal-Formal,Complainant,Officer,16422,48,16,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIF2021-014,Complaint Internal-Formal,Officer,Officer,16426,50,4,Male,White,Employee,Conduct - Discourteous or disrespectful treatment of employee,Sustained,NA,NA,NA,NA,NA,NA,NA
CIF2021-014,Complaint Internal-Formal,Officer,Officer,16426,50,4,Male,White,Employee,"Laws, Rules, and Orders - Violation of procedure",Sustained,NA,NA,NA,NA,NA,NA,NA
CIF2021-014,Complaint Internal-Formal,Officer,Officer,16426,50,4,Male,White,Employee,Conduct - Discourteous or disrespectful treatment of employee,Sustained,NA,NA,NA,NA,NA,NA,NA
CIF2021-014,Complaint Internal-Formal,Officer,Officer,16426,50,4,Male,White,Employee,"Laws, Rules, and Orders - Violation of procedure",Sustained,NA,NA,NA,NA,NA,NA,NA
CIF2021-014,Complaint Internal-Formal,Witness,Officer,16425,48,4,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIF2021-014,Complaint Internal-Formal,Witness,Officer,16424,33,4,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIF2021-014,Complaint Internal-Formal,Witness,Officer,16423,29,4,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2022-058,Use of force,Complainant,Citizen,4982,25,NA,Female,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,Self-Destructive,n/a,No,No
UF2022-058,Use of force,Officer,Officer,18538,41,2,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,NA,NA,No,No
CEF2021-017,Complaint External-Formal,Complainant,Citizen,4574,40,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEF2021-017,Complaint External-Formal,Officer,Officer,16432,40,12,Male,White,Citizen Telephone Call,"Conduct - Exceeding powers by unreasonable, unlawful or excessive conduct",Corrective Action,NA,NA,NA,NA,NA,NA,NA
CEF2021-017,Complaint External-Formal,Officer,Officer,16432,40,12,Male,White,Citizen Telephone Call,"Conduct - Exceeding powers by unreasonable, unlawful or excessive conduct",Corrective Action,NA,NA,NA,NA,NA,NA,NA
CEF2021-017,Complaint External-Formal,Witness,Officer,16435,44,18,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEF2021-017,Complaint External-Formal,Witness,Officer,16433,30,3,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEF2021-017,Complaint External-Formal,Witness,Officer,16434,35,3,Male,Filipino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEF2021-015,Complaint External-Formal,Complainant,Citizen,4576,55,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEF2021-015,Complaint External-Formal,Officer,Officer,16444,60,4,Female,White,Citizen In-Person,Conduct - Unreasonable or unwarranted use of force,Exonerated,NA,NA,NA,NA,NA,NA,NA
CEF2021-015,Complaint External-Formal,Officer,Officer,16444,60,4,Female,White,Citizen In-Person,Conduct - Unreasonable or unwarranted use of force,Exonerated,NA,NA,NA,NA,NA,NA,NA
CEF2021-015,Complaint External-Formal,Witness,Officer,16447,37,12,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEF2021-015,Complaint External-Formal,Witness,Officer,16448,36,12,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEF2021-015,Complaint External-Formal,Witness,Officer,16446,37,12,Male,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEF2021-015,Complaint External-Formal,Witness,Officer,16445,50,4,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2021-044,Use of force,Complainant,Citizen,4578,34,NA,Male,Black,NA,NA,NA,Arrest,Employee,Active Resister Unarmed,Active Unarmed,n/a,No,Yes
UF2021-044,Use of force,Officer,Officer,16449,40,10,Male,White,NA,NA,NA,Arrest,Employee,Active Resister Unarmed,Taser Use,Yes,No,No
UF2021-044,Use of force,Witness,Officer,16450,41,15,Male,White,NA,NA,NA,Arrest,Employee,Active Resister Unarmed,NA,NA,No,No
UF2021-044,Use of force,Witness,Officer,16451,34,12,Male,White,NA,NA,NA,Arrest,Employee,Active Resister Unarmed,NA,NA,No,No
UF2021-044,Use of force,Witness,Officer,16452,31,8,Male,White,NA,NA,NA,Arrest,Employee,Active Resister Unarmed,NA,NA,No,No
CEI2021-022,Complaint External-Informal,Complainant,Citizen,4579,33,NA,Male,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEI2021-022,Complaint External-Informal,Officer,Officer,16453,37,3,Male,White,Employee,"Conduct - Exceeding powers by unreasonable, unlawful or excessive conduct",Corrective Action,NA,NA,NA,NA,NA,NA,NA
CEI2021-022,Complaint External-Informal,Officer,Officer,16453,37,3,Male,White,Employee,"Conduct - Exceeding powers by unreasonable, unlawful or excessive conduct",Corrective Action,NA,NA,NA,NA,NA,NA,NA
CEI2021-022,Complaint External-Informal,Witness,Officer,16454,38,2,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEI2021-023,Complaint External-Informal,Complainant,Citizen,4580,39,NA,Female,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEI2021-023,Complaint External-Informal,Officer,Officer,16455,40,10,Male,White,Employee,Conduct - Discourteous or disrespectful treatment of public,No Misconduct,NA,NA,NA,NA,NA,NA,NA
CEI2021-023,Complaint External-Informal,Officer,Officer,16455,40,10,Male,White,Employee,Conduct - Discourteous or disrespectful treatment of public,No Misconduct,NA,NA,NA,NA,NA,NA,NA
CEI2021-020,Complaint External-Informal,Complainant,Citizen,4581,38,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEI2021-020,Complaint External-Informal,Officer,Officer,16463,39,11,Male,White,Citizen In-Person,Conduct - Discourteous or disrespectful treatment of public,No Misconduct,NA,NA,NA,NA,NA,NA,NA
CEI2021-020,Complaint External-Informal,Officer,Officer,16463,39,11,Male,White,Citizen In-Person,Conduct - Discourteous or disrespectful treatment of public,No Misconduct,NA,NA,NA,NA,NA,NA,NA
CEI2021-020,Complaint External-Informal,Officer,Officer,16465,30,5,Male,White,Citizen In-Person,Conduct - Discourteous or disrespectful treatment of public,No Misconduct,NA,NA,NA,NA,NA,NA,NA
CEI2021-020,Complaint External-Informal,Officer,Officer,16465,30,5,Male,White,Citizen In-Person,Conduct - Discourteous or disrespectful treatment of public,No Misconduct,NA,NA,NA,NA,NA,NA,NA
CEI2021-020,Complaint External-Informal,Officer,Officer,16464,34,-1,Male,White,Citizen In-Person,Conduct - Discourteous or disrespectful treatment of public,No Misconduct,NA,NA,NA,NA,NA,NA,NA
CEI2021-020,Complaint External-Informal,Officer,Officer,16464,34,-1,Male,White,Citizen In-Person,Conduct - Discourteous or disrespectful treatment of public,No Misconduct,NA,NA,NA,NA,NA,NA,NA
UF2021-038,Use of force,Complainant,Citizen,4582,26,NA,Female,Black,NA,NA,NA,Arrest,Employee,Active Resister Unarmed,Active Unarmed,n/a,Yes,Yes
UF2021-038,Use of force,Officer,Officer,16473,58,22,Male,White,NA,NA,NA,Arrest,Employee,Active Resister Unarmed,Compliance Hold,Yes,Yes,No
UF2021-038,Use of force,Officer,Officer,16474,28,3,Male,White,NA,NA,NA,Arrest,Employee,Active Resister Unarmed,Compliance Hold,Yes,Yes,No
UF2021-048,Use of force,Complainant,Citizen,4583,21,NA,Male,Unknown,NA,NA,NA,911 call,Employee,Active Resister Unarmed,Active Unarmed,n/a,Yes,No
UF2021-048,Use of force,Officer,Officer,16479,38,4,Male,White,NA,NA,NA,911 call,Employee,Active Resister Unarmed,Restraint Device,Yes,No,No
UF2021-048,Use of force,Officer,Officer,16479,38,4,Male,White,NA,NA,NA,911 call,Employee,Active Resister Unarmed,Tackle,Yes,No,No
UF2021-048,Use of force,Officer,Officer,16480,35,3,Male,Filipino,NA,NA,NA,911 call,Employee,Active Resister Unarmed,Restraint Device,Yes,No,No
UF2021-048,Use of force,Officer,Officer,16480,35,3,Male,Filipino,NA,NA,NA,911 call,Employee,Active Resister Unarmed,Tackle,Yes,No,No
UF2021-048,Use of force,Officer,Officer,16478,25,2,Male,White,NA,NA,NA,911 call,Employee,Active Resister Unarmed,Tackle,Yes,No,No
UF2021-048,Use of force,Witness,Citizen,4584,21,NA,Female,NA,NA,NA,NA,911 call,Employee,Active Resister Unarmed,NA,n/a,Yes,No
UF2021-043,Use of force,Complainant,Citizen,4585,22,NA,Male,Native Am,NA,NA,NA,Fight Call,Employee,Active Fleeing,Active Fleeing,n/a,No,Yes
UF2021-043,Use of force,Officer,Officer,16481,31,5,Male,White,NA,NA,NA,Fight Call,Employee,Active Fleeing,Taser Use,Yes,No,No
UF2021-043,Use of force,Witness,Officer,16482,23,2,Male,White,NA,NA,NA,Fight Call,Employee,Active Fleeing,NA,NA,No,No
UF2021-042,Use of force,Complainant,Citizen,4588,40,NA,Male,White,NA,NA,NA,Disturbance,Employee,Destructive Self/Others,Active Unarmed,n/a,Yes,Yes
UF2021-042,Use of force,Complainant,Citizen,4588,40,NA,Male,White,NA,NA,NA,Disturbance,Employee,Destructive Self/Others,Active Unarmed,n/a,Yes,Yes
UF2021-042,Use of force,Officer,Officer,16486,33,3,Male,White,NA,NA,NA,Disturbance,Employee,Destructive Self/Others,Arm Bar Takedown,Yes,No,No
UF2021-042,Use of force,Witness,Officer,16487,35,5,Male,Vietnamese,NA,NA,NA,Disturbance,Employee,Destructive Self/Others,NA,NA,No,No
UF2021-041,Use of force,Complainant,Citizen,4589,23,NA,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Armed,Active Armed,n/a,Yes,Yes
UF2021-041,Use of force,Complainant,Citizen,4589,23,NA,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Armed,Active Armed,n/a,Yes,Yes
UF2021-041,Use of force,Complainant,Citizen,4589,23,NA,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Armed,Active Armed,n/a,Yes,Yes
UF2021-041,Use of force,Complainant,Citizen,4589,23,NA,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Armed,Active Armed,n/a,Yes,Yes
UF2021-041,Use of force,Complainant,Citizen,4589,23,NA,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Armed,Active Fleeing,n/a,Yes,Yes
UF2021-041,Use of force,Complainant,Citizen,4589,23,NA,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Armed,Active Fleeing,n/a,Yes,Yes
UF2021-041,Use of force,Complainant,Citizen,4589,23,NA,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Armed,Active Fleeing,n/a,Yes,Yes
UF2021-041,Use of force,Complainant,Citizen,4589,23,NA,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Armed,Active Fleeing,n/a,Yes,Yes
UF2021-041,Use of force,Complainant,Citizen,4589,23,NA,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Armed,Self-Destructive,n/a,Yes,Yes
UF2021-041,Use of force,Complainant,Citizen,4589,23,NA,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Armed,Self-Destructive,n/a,Yes,Yes
UF2021-041,Use of force,Complainant,Citizen,4589,23,NA,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Armed,Self-Destructive,n/a,Yes,Yes
UF2021-041,Use of force,Complainant,Citizen,4589,23,NA,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Armed,Self-Destructive,n/a,Yes,Yes
UF2021-041,Use of force,Complainant,Citizen,4590,20,NA,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Armed,NA,n/a,Yes,Yes
UF2021-041,Use of force,Officer,Officer,16489,33,3,Male,White,NA,NA,NA,Warrant Service,Employee,Active Resister Armed,Strike w/ hand-foot-etc.,Yes,Yes,No
