AccidentNumber,AccidentDatetime,UnitNumber,UnitSubjectNumber,Description,Sev_Num
2023-00003898,1/18/2023 13:22,1,1,No Injury,3
2023-00003898,1/18/2023 13:22,2,1,Possible,4
2023-00003910,1/18/2023 14:35,1,1,No Injury,3
2023-00003910,1/18/2023 14:35,2,1,No Injury,3
2023-00003959,1/18/2023 18:34,1,1,No Injury,3
2023-00003959,1/18/2023 18:34,2,1,No Injury,3
2023-00003959,1/18/2023 18:34,3,1,No Injury,3
2023-00003972,1/19/2023 21:14,2,1,Not Applicable,1
2023-00003972,1/19/2023 21:14,1,1,No Injury,3
2023-00003544,1/17/2023 5:01,1,1,Possible,4
2023-00003544,1/17/2023 5:01,2,1,Possible,4
2023-00002927,1/13/2023 21:47,2,1,Not Applicable,1
2023-00002927,1/13/2023 21:47,1,1,Unknown,2
2023-00003425,1/16/2023 13:50,1,1,No Injury,3
2023-00003425,1/16/2023 13:50,2,1,No Injury,3
2023-00003826,1/18/2023 8:25,3,1,Unknown,2
2023-00003826,1/18/2023 8:25,1,1,No Injury,3
2023-00003826,1/18/2023 8:25,2,2,No Injury,3
2023-00003826,1/18/2023 8:25,2,1,Possible,4
2023-00004260,1/20/2023 8:08,1,1,No Injury,3
2023-00004260,1/20/2023 8:08,2,1,No Injury,3
2023-00003080,1/14/2023 15:54,3,1,No Injury,3
2023-00003080,1/14/2023 15:54,2,1,Possible,4
2023-00003080,1/14/2023 15:54,1,1,Incapacitating,6
2023-00004089,1/19/2023 12:27,1,1,No Injury,3
2023-00004089,1/19/2023 12:27,2,1,No Injury,3
2023-00003098,1/14/2023 18:04,2,1,No Injury,3
2023-00003098,1/14/2023 18:04,1,1,Incapacitating,6
2023-00003640,1/17/2023 12:06,1,1,No Injury,3
2023-00003640,1/17/2023 12:06,2,1,No Injury,3
2023-00004321,1/21/2023 12:15,1,1,No Injury,3
2023-00004321,1/21/2023 12:15,2,1,No Injury,3
2023-00004815,1/22/2023 19:32,1,1,No Injury,3
2023-00004815,1/22/2023 19:32,1,2,No Injury,3
2023-00003423,1/16/2023 13:37,1,1,Unknown,2
2023-00003423,1/16/2023 13:37,2,1,No Injury,3
2023-00003479,1/16/2023 16:15,1,2,No Injury,3
2023-00003479,1/16/2023 16:15,2,1,No Injury,3
2023-00003479,1/16/2023 16:15,1,1,Possible,4
2023-00003867,1/18/2023 11:05,1,1,No Injury,3
2023-00003867,1/18/2023 11:05,2,1,No Injury,3
2023-00004173,1/19/2023 20:17,1,1,No Injury,3
2023-00004173,1/19/2023 20:17,2,1,Non-Incapacitating,5
2023-00004173,1/19/2023 20:17,3,1,Non-Incapacitating,5
2023-00004173,1/19/2023 20:17,3,2,Non-Incapacitating,5
2023-00004173,1/19/2023 20:17,3,3,Non-Incapacitating,5
2023-00004369,1/20/2023 15:13,1,1,No Injury,3
2023-00004369,1/20/2023 15:13,1,2,No Injury,3
2023-00004369,1/20/2023 15:13,1,3,No Injury,3
2023-00004369,1/20/2023 15:13,1,4,No Injury,3
2023-00004369,1/20/2023 15:13,2,1,Incapacitating,6
2023-00004423,1/20/2023 18:45,1,1,Unknown,2
2023-00004423,1/20/2023 18:45,2,1,No Injury,3
2023-00004635,1/21/2023 19:39,1,1,No Injury,3
2023-00004635,1/21/2023 19:39,2,1,No Injury,3
2023-00004560,1/3/2023 13:56,1,1,No Injury,3
2023-00004602,1/21/2023 17:46,1,1,No Injury,3
2023-00004602,1/21/2023 17:46,1,2,No Injury,3
2023-00004602,1/21/2023 17:46,2,1,No Injury,3
2023-00004602,1/21/2023 17:46,3,1,No Injury,3
2023-00004611,1/21/2023 18:16,2,1,No Injury,3
2023-00004611,1/21/2023 18:16,1,1,Possible,4
2023-00004618,1/21/2023 18:52,1,1,No Injury,3
2023-00004618,1/21/2023 18:52,2,1,No Injury,3
2023-00004618,1/21/2023 18:52,2,2,No Injury,3
2023-00004618,1/21/2023 18:52,2,3,No Injury,3
2023-00004795,1/22/2023 17:03,1,1,No Injury,3
2023-00004795,1/22/2023 17:03,1,2,No Injury,3
2023-00004795,1/22/2023 17:03,2,1,No Injury,3
2023-00004795,1/22/2023 17:03,2,2,No Injury,3
2023-00004795,1/22/2023 17:03,2,3,No Injury,3
2023-00004936,1/23/2023 10:17,1,1,No Injury,3
2023-00005017,1/23/2023 14:36,1,1,No Injury,3
2023-00005017,1/23/2023 14:36,2,1,No Injury,3
2023-00003464,1/16/2023 16:42,1,1,No Injury,3
2023-00003464,1/16/2023 16:42,1,2,No Injury,3
2023-00003464,1/16/2023 16:42,2,1,Non-Incapacitating,5
2023-00004826,1/22/2023 18:55,2,1,Not Applicable,1
2023-00004826,1/22/2023 18:55,1,1,Unknown,2
2023-00005039,1/23/2023 16:28,1,1,No Injury,3
2023-00005039,1/23/2023 16:28,1,2,No Injury,3
2023-00005039,1/23/2023 16:28,2,1,No Injury,3
2023-00005039,1/23/2023 16:28,2,2,No Injury,3
2023-00005039,1/23/2023 16:28,2,3,Possible,4
2023-00005340,1/25/2023 11:13,1,1,No Injury,3
2023-00005340,1/25/2023 11:13,2,1,No Injury,3
2023-00005359,1/25/2023 12:36,1,1,No Injury,3
2023-00005359,1/25/2023 12:36,2,1,No Injury,3
2023-00005199,1/24/2023 12:46,1,1,No Injury,3
2023-00005199,1/24/2023 12:46,1,2,No Injury,3
2023-00005199,1/24/2023 12:46,1,3,No Injury,3
2023-00005199,1/24/2023 12:46,1,4,No Injury,3
2023-00005499,1/26/2023 9:29,1,1,No Injury,3
2023-00005499,1/26/2023 9:29,2,1,No Injury,3
2023-00005365,1/25/2023 13:09,1,1,Incapacitating,6
2023-00005484,1/26/2023 8:05,1,1,No Injury,3
2023-00005484,1/26/2023 8:05,2,1,No Injury,3
2023-00005493,1/26/2023 8:43,1,1,No Injury,3
2023-00005493,1/26/2023 8:43,1,2,No Injury,3
2023-00005493,1/26/2023 8:43,2,1,No Injury,3
2023-00005493,1/26/2023 8:43,3,1,No Injury,3
2023-00005493,1/26/2023 8:43,3,2,No Injury,3
2023-00005493,1/26/2023 8:43,3,3,No Injury,3
2023-00005493,1/26/2023 8:43,3,4,No Injury,3
2023-00005498,1/26/2023 9:29,1,1,No Injury,3
2023-00005498,1/26/2023 9:29,1,2,No Injury,3
2023-00005498,1/26/2023 9:29,1,3,No Injury,3
2023-00005498,1/26/2023 9:29,1,4,No Injury,3
2023-00005498,1/26/2023 9:29,2,1,No Injury,3
2023-00005494,1/26/2023 8:25,1,1,No Injury,3
2023-00005600,1/26/2023 17:36,2,2,No Injury,3
2023-00005600,1/26/2023 17:36,2,1,Non-Incapacitating,5
2023-00005600,1/26/2023 17:36,1,1,Incapacitating,6
2023-00005728,1/27/2023 10:16,1,1,No Injury,3
2023-00005728,1/27/2023 10:16,2,1,No Injury,3
2023-00006103,1/28/2023 21:57,2,1,No Injury,3
2023-00006103,1/28/2023 21:57,2,2,No Injury,3
2023-00006103,1/28/2023 21:57,1,1,Possible,4
2023-00005650,1/26/2023 22:04,1,1,No Injury,3
2023-00005650,1/26/2023 22:04,1,2,No Injury,3
2023-00006128,1/29/2023 1:58,1,1,Non-Incapacitating,5
2023-00005656,1/27/2023 22:32,1,1,Possible,4
2023-00005799,1/27/2023 14:38,1,1,No Injury,3
2023-00005799,1/27/2023 14:38,2,1,No Injury,3
2023-00003949,1/18/2023 16:22,1,1,No Injury,3
2023-00003949,1/18/2023 16:22,2,1,No Injury,3
2023-00003949,1/18/2023 16:22,2,2,No Injury,3
2023-00005786,1/27/2023 13:32,1,1,No Injury,3
2023-00005786,1/27/2023 13:32,2,1,No Injury,3
2023-00005786,1/27/2023 13:32,2,2,No Injury,3
2023-00005812,1/27/2023 15:18,1,1,No Injury,3
2023-00005812,1/27/2023 15:18,2,1,No Injury,3
2023-00005812,1/27/2023 15:18,3,1,Possible,4
2023-00005823,1/27/2023 16:47,1,1,No Injury,3
2023-00005823,1/27/2023 16:47,1,2,No Injury,3
2023-00005823,1/27/2023 16:47,2,1,No Injury,3
2023-00006040,1/28/2023 16:25,1,1,No Injury,3
2023-00006040,1/28/2023 16:25,1,2,No Injury,3
2023-00006040,1/28/2023 16:25,2,1,No Injury,3
2023-00006071,1/28/2023 18:56,1,1,No Injury,3
2023-00006071,1/28/2023 18:56,2,1,No Injury,3
2023-00006118,1/29/2023 0:03,1,1,No Injury,3
2023-00006201,1/29/2023 18:23,1,1,No Injury,3
2023-00006201,1/29/2023 18:23,2,2,No Injury,3
2023-00006201,1/29/2023 18:23,2,1,Non-Incapacitating,5
2023-00006368,1/30/2023 18:37,2,1,Not Applicable,1
2023-00006368,1/30/2023 18:37,1,1,Unknown,2
2023-00005709,1/27/2023 8:40,1,1,Unknown,2
2023-00005709,1/27/2023 8:40,2,1,No Injury,3
2023-00006482,1/31/2023 13:15,1,1,Not Applicable,1
2023-00006482,1/31/2023 13:15,2,1,No Injury,3
2023-00006101,1/28/2023 20:58,1,1,No Injury,3
2023-00006101,1/28/2023 20:58,2,1,No Injury,3
2023-00006101,1/28/2023 20:58,2,2,No Injury,3
2023-00006101,1/28/2023 20:58,2,3,No Injury,3
2023-00006318,1/30/2023 14:05,1,1,No Injury,3
2023-00006318,1/30/2023 14:05,2,1,Possible,4
2023-00006566,1/31/2023 20:16,1,1,No Injury,3
2023-00006566,1/31/2023 20:16,1,2,No Injury,3
2023-00006566,1/31/2023 20:16,1,3,No Injury,3
2023-00006491,1/31/2023 13:15,2,1,Not Applicable,1
2023-00006491,1/31/2023 13:15,1,1,No Injury,3
2023-00003679,1/17/2023 10:42,1,1,Unknown,2
2023-00003679,1/17/2023 10:42,2,1,No Injury,3
2023-00004474,1/21/2023 0:13,1,1,Unknown,2
2023-00004474,1/21/2023 0:13,2,1,No Injury,3
2023-00006079,1/28/2023 19:30,2,1,Not Applicable,1
2023-00006079,1/28/2023 19:30,1,1,Unknown,2
2023-00006575,1/31/2023 23:20,1,1,No Injury,3
2023-00006575,1/31/2023 23:20,2,1,Possible,4
2023-00005842,1/27/2023 18:22,1,1,No Injury,3
2023-00005842,1/27/2023 18:22,2,1,No Injury,3
2023-00005842,1/27/2023 18:22,2,2,No Injury,3
2023-00005842,1/27/2023 18:22,2,3,No Injury,3
2023-00005842,1/27/2023 18:22,2,4,No Injury,3
2023-00006610,1/31/2023 9:20,1,1,No Injury,3
2023-00005513,1/26/2023 10:40,1,1,No Injury,3
2023-00005513,1/26/2023 10:40,2,1,No Injury,3
2023-00002259,1/10/2023 22:22,1,1,Non-Incapacitating,5
2023-00006562,1/31/2023 20:07,1,1,No Injury,3
2023-00006562,1/31/2023 20:07,1,2,No Injury,3
2023-00006562,1/31/2023 20:07,2,1,Possible,4
2023-00008347,1/30/2023 10:01,1,1,No Injury,3
2023-00006645,1/31/2023 13:40,1,1,No Injury,3
2023-00006645,1/31/2023 13:40,2,1,No Injury,3
2023-00004827,1/22/2023 20:09,1,1,Unknown,2
2023-00004827,1/22/2023 20:09,2,1,No Injury,3
2024-00000355,1/2/2023 14:26,1,1,Possible,4
